OverallRating,SentimentScore,count
7.7,-0.3412,1
4.5,-0.4939,1
10.0,0.4404,5
1.6,-0.5859,1
5.3,0.2263,1
2.4,0.4939,1
4.2,0.296,1
0.2,0.4215,1
2.7,-0.6249,2
4.3,-0.3818,1
1.8,-0.2263,3
6.4,-0.5719,1
6.4,0.0,6
8.3,0.5719,2
7.1,0.4939,1
1.5,0.2023,1
2.2,-0.2732,1
3.1,-0.25,1
9.1,0.4927,1
7.9,0.0,7
1.8,-0.4939,4
0.7,-0.6249,2
4.8,0.0,4
9.5,0.3612,1
1.6,0.4404,1
4.5,0.0772,1
6.5,-0.4391,1
4.0,0.4939,1
0.9,0.1027,1
1.6,-0.4215,2
0.0,-0.6249,2
5.2,0.0,5
1.4,0.2584,1
5.5,0.2263,1
6.5,0.3612,1
4.9,0.0,11
0.7,0.0,14
9.0,0.3612,1
1.6,-0.2755,1
3.2,-0.6249,1
9.5,0.5413,1
7.2,0.2732,1
2.9,-0.6124,1
2.3,-0.4404,1
3.5,0.6249,1
6.9,0.4019,1
6.6,-0.2023,1
2.5,0.3089,1
2.6,-0.5719,1
10.0,0.6779,1
6.4,-0.4767,1
8.4,0.3612,2
1.3,-0.6124,1
8.1,0.4588,1
