OverallRating,ReviewHeader,TypeOfTraveller,SeatType,DateFlown,SeatComfort,CabinStaffService,GroundService,Aircraft,Food&Beverages,Departure,Destination
5.8,"""a high cost no frills airline""",Couple Leisure,Business Class,Apr,2.0,5.0,5.0,A319,1.0,Gatwick,Pisa
4.4,"""really disappointed with BA""",Solo Leisure,Economy Class,Apr,1.0,1.0,3.0,A321,3.0,London,Dubai
0.4,"""how things have changed""",Business,Economy Class,Apr,2.0,1.0,1.0,A319,1.0,Stuttgart,London
1.1,"""BA should wake up""",Family Leisure,Business Class,Mar,2.0,4.0,3.0,A319,1.0,Nice,Gatwick
8.1,"""crew very polite and helpful""",Solo Leisure,Business Class,Apr,5.0,5.0,5.0,Boeing 777-200ER,4.0,London LGW,Lima
2.6,"""if possible never fly BA again""",Solo Leisure,Business Class,Apr,1.0,1.0,4.0,Boeing 777,1.0,Punta Cana,Gatwick
5.8,"""full service or a low cost""",Family Leisure,Economy Class,Apr,3.0,4.0,3.0,Boeing 777-200,1.0,London,Washington DC
6.8,"""attendants were very attentive""",Family Leisure,Economy Class,Apr,5.0,4.0,4.0,Boeing 747-400,1.0,London,New York
5.2,"""nearly 2 hours to be served""",Solo Leisure,Economy Class,Apr,2.0,1.0,5.0,A320,2.0,Malaga,Gatwick
9.6,"""fantastic staff at Terminal 3""",Couple Leisure,Economy Class,Apr,4.0,4.0,5.0,Boeing 747-400,3.0,Stavanger,London
2.0,"""employs tactics of EasyJet""",Solo Leisure,Economy Class,Apr,1.0,3.0,2.0,A380,1.0,London,Moscow
7.9,"""service is polite""",Business,Business Class,Mar,4.0,4.0,4.0,Boeing 777,3.0,Copenhagen,London
4.4,"""nothing more than no-frills airline""",Business,Economy Class,Apr,2.0,3.0,3.0,A320,1.0,Gatwick,Rome
1.6,"""BA is now a budget airline""",Solo Leisure,Economy Class,Apr,2.0,1.0,3.0,Boeing 767,1.0,Prague,London
1.0,"""I am ever increasingly disappointed""",Business,Business Class,Apr,1.0,1.0,1.0,A320,1.0,Heathrow,IST
2.1,"""slightly above a budget airline""",Solo Leisure,Economy Class,Apr,1.0,1.0,1.0,A380,1.0,ORY,Heathrow
1.1,"""I won't be flying BA anymore""",Solo Leisure,Economy Class,Feb,1.0,3.0,3.0,Boeing 747-400,1.0,Los Angeles,Heathrow
1.8,"""charged me for a bottle of water""",Business,Economy Class,Apr,4.0,1.0,1.0,A321,1.0,London,Milan
1.8,"""don't cater for families""",Family Leisure,Economy Class,Apr,2.0,2.0,1.0,A319,1.0,London,Nice
1.5,"""I have had it with BA""",Solo Leisure,Economy Class,Apr,1.0,3.0,2.0,A350,2.0,Baltimore,London
8.4,"""Excellent service and food""",Family Leisure,Business Class,Apr,5.0,5.0,5.0,Boeing 777,5.0,Sofia,London
9.2,"""attendants were attentive""",Couple Leisure,Business Class,Mar,5.0,5.0,5.0,B777-300ER,4.0,Copenhagen,London
1.9,"""airline with low cost service""",Solo Leisure,Economy Class,Apr,3.0,2.0,3.0,Boeing 767,1.0,London,Larnaca
1.7,"""BA have totally lost the plot""",Couple Leisure,Business Class,Apr,3.0,1.0,4.0,Boeing 777,1.0,Gatwick,San Jose Costa Rica
1.4,"""not a good first trip on British Airways""",Family Leisure,Economy Class,Apr,1.0,2.0,1.0,A320,1.0,Heathrow,New York
1.2,"""Very very poor customer service""",Couple Leisure,Economy Class,Nov,2.0,1.0,1.0,A380-800,2.0,London,New Delhi
1.4,"""want to be a no-frills airline""",Business,Premium Economy,Mar,1.0,2.0,1.0,Boeing 747,1.0,San Diego,London
3.4,"""don't go out your way to fly them""",Solo Leisure,Economy Class,Jan,2.0,4.0,5.0,Boeing 777-200,2.0,Philadelphia,Heathrow
0.4,"""BA need to invest in a new fleet""",Business,Business Class,Mar,2.0,3.0,2.0,Boeing 747-400,1.0,Heathrow,New York
1.5,"""nothing redeeming about BA""",Couple Leisure,Business Class,Nov,1.0,1.0,1.0,Boeing 777,1.0,London,Singapore
5.0,"""what was I thinking flying this airline?""",Couple Leisure,Business Class,Apr,1.0,4.0,1.0,Boeing 767,4.0,Rome,London
0.2,"""legroom is an absolute joke""",Business,Economy Class,Apr,1.0,3.0,2.0,Boeing 787-8,1.0,London,New Orleans
8.3,"""being turned into Vueling""",Couple Leisure,Business Class,Mar,3.0,5.0,4.0,A219,4.0,Heathrow,Brussels
2.6,"""feel disrespected and undervalued""",Business,Business Class,Mar,3.0,5.0,4.0,A380,2.0,Miami,London
1.0,"""turning BA into a low-cost carrier""",Business,Premium Economy,Jan,3.0,5.0,3.0,Boeing 747,1.0,Cape Town,London
2.0,"""service inevitably snail-paced""",Couple Leisure,Economy Class,Apr,3.0,1.0,3.0,A320,1.0,Marrakech,Gatwick
1.9,"""can no longer live on past reputation""",Solo Leisure,Economy Class,Apr,1.0,1.0,1.0,Boeing 777-200ER,1.0,Heathrow,Rome
5.9,"""BA is now a no-frills carrier""",Business,Economy Class,Mar,3.0,3.0,3.0,A320,1.0,Heathrow,Munich
1.1,"""the worst flight I've been on""",Couple Leisure,Economy Class,Apr,2.0,3.0,3.0,A320,1.0,Belfast,Heathrow
2.6,"""now at an all time low""",Couple Leisure,Business Class,Feb,2.0,5.0,1.0,A320-200,3.0,Gatwick,Cancun
0.3,"""BA has gone cattle""",Couple Leisure,Economy Class,Mar,1.0,1.0,1.0,A321 Neo,1.0,Malaga,Gatwick
6.6,"""have slipped significantly""",Business,Economy Class,Mar,4.0,2.0,3.0,Boeing 747,2.0,London,New York
7.1,"""expect you to pay to reserve seats""",Family Leisure,Business Class,Mar,5.0,5.0,5.0,Boeing 777,4.0,Gatwick,Grenada
4.1,"""not worth the money spent""",Business,Economy Class,Mar,4.0,3.0,2.0,A320-200,1.0,Lisbon,London
3.8,"""does not value their customers""",Family Leisure,Economy Class,Mar,1.0,2.0,3.0,A320-200,1.0,Amsterdam,Gatwick
1.1,"""atrocious customer service""",Business,Economy Class,Jan,1.0,3.0,1.0,Boeing 747,1.0,Miami,London
2.2,"""very lazy and oblivious staff """,Business,Economy Class,Mar,3.0,1.0,3.0,A380,1.0,London,Los Angeles
3.4,"""staff were absolutely appalling""",Couple Leisure,Business Class,Mar,4.0,1.0,5.0,Boeing 777,3.0,Mauritius,Gatwick
3.7,"""has really gone downhill""",Couple Leisure,Premium Economy,Mar,4.0,4.0,3.0,A380,1.0,Heathrow,Hong Kong
3.0,"""well below every major competitor""",Business,Business Class,Mar,2.0,4.0,2.0,A319,1.0,Frankfurt,London
9.5,"""crew to be friendly and attentive""",Couple Leisure,Premium Economy,Feb,4.0,5.0,4.0,Boeing 777,4.0,London,Nairobi
3.5,"""worst short haul flight ever""",Couple Leisure,Business Class,Mar,1.0,4.0,3.0,Boeing 777,2.0,Toronto,London
3.0,"""how much of a budget are they on now?""",Couple Leisure,Economy Class,Mar,4.0,1.0,4.0,Boeing 787-9,1.0,Heathrow,Dubai
5.7,"""seats are narrow""",Solo Leisure,Economy Class,Mar,1.0,3.0,3.0,Boeing 747-400,3.0,Heathrow,Johannesburg
1.2,"""never use British Airways again""",Solo Leisure,Economy Class,Jan,1.0,1.0,1.0,A321,1.0,Montreal,Heathrow
6.0,"""just about ok for value for money""",Solo Leisure,Business Class,Mar,1.0,4.0,2.0,A320,3.0,Heathrow,Innsbruck
0.6,"""disgusted, what a rip off""",Business,Business Class,Mar,1.0,3.0,3.0,A320,3.0,Heathrow,Dublin
3.8,"""not be flying BA again""",Business,Economy Class,Mar,2.0,2.0,2.0,Boeing 747,1.0,London,Dublin
3.6,"""budget experience at premium price""",Couple Leisure,Economy Class,Mar,3.0,3.0,3.0,Boeing 777,1.0,London,Barbados
4.1,"""Tired old aircraft""",Solo Leisure,Economy Class,Feb,3.0,2.0,4.0,Boeing 777,4.0,Heathrow,Bangkok
3.2,"""here is where the ""value"" ends""",Solo Leisure,Economy Class,Feb,4.0,3.0,4.0,Boeing 777-300,2.0,Beijing,London
2.1,"""not what one expects from Business Class""",Couple Leisure,Business Class,Mar,2.0,4.0,2.0,A319,4.0,Heathrow,Geneva
0.9,"""Air Canada next time""",Couple Leisure,Economy Class,Mar,3.0,2.0,1.0,Boeing 767,1.0,Montreal,Heathrow
4.3,"""Will switch to Lufthansa""",Family Leisure,Economy Class,Mar,4.0,3.0,3.0,Boeing 747-400,1.0,GOT,Heathrow
2.7,"""delayed 1 hour due to no cleaners""",Couple Leisure,Business Class,Mar,3.0,4.0,1.0,Boeing 777,3.0,Gatwick,Mauritius
9.7,"""an excellent flight""",Couple Leisure,Business Class,Mar,4.0,5.0,4.0,Boeing 747-400,4.0,San Diego,London
3.8,"""so disappointed with the service""",Couple Leisure,Economy Class,Feb,3.0,2.0,4.0,Boeing 747-400,1.0,Heathrow,Dubai
4.6,"""tired, worn interior""",Business,Business Class,Feb,2.0,3.0,5.0,Boeing 777,2.0,Amsterdam,Gatwick
1.7,"""now charge for food and drink""",Solo Leisure,Economy Class,Mar,2.0,1.0,2.0,A321,1.0,London,Toulouse
1.5,"""inflated prices for food""",Business,Economy Class,Mar,3.0,2.0,2.0,A320,1.0,Edinburgh,Heathrow
2.1,"""worst airline I have ever flown""",Solo Leisure,Economy Class,Mar,1.0,1.0,3.0,A319,2.0,London,Las Vegas
3.9,""" cutbacks are a cut too far""",Couple Leisure,Economy Class,Feb,1.0,1.0,2.0,Boeing 777-200,1.0,Gatwick,Bridgetown
5.7,"""experience was a bit shoddy""",Couple Leisure,Economy Class,Feb,3.0,4.0,4.0,Boeing 747,1.0,San Jose,Gatwick
0.5,"""not worth paying for business""",Business,Business Class,Mar,2.0,2.0,1.0,Boeing 777,3.0,Orlando,London
1.2,"""not a business class product""",Business,Business Class,Mar,2.0,3.0,4.0,Boeing 787-9,1.0,Newark,London
3.7,"""lack of care extremely disappointing""",Business,Premium Economy,Mar,3.0,1.0,1.0,A320,3.0,Hyderabad,London
1.8,"""will not be flying BA any more""",Couple Leisure,Economy Class,Feb,2.0,3.0,2.0,Boeing 747,1.0,London,Chicago
4.9,"""plane in both directions old and shabby""",Solo Leisure,Premium Economy,Mar,3.0,3.0,3.0,Boeing 747-400,2.0,Heathrow,Vancouver
5.1,"""lack of enforcement of the carry on allowance""",Couple Leisure,Economy Class,Feb,3.0,2.0,2.0,A320,1.0,Heathrow,Gibraltar
5.2,"""Inflight service was basic""",Solo Leisure,Economy Class,Feb,3.0,3.0,3.0,A380,2.0,Singapore,London
3.1,"""nothing short of chaotic""",Family Leisure,Economy Class,Mar,3.0,1.0,3.0,A320,1.0,London,Marrakech
2.9,"""British Airways have lost the plot""",Couple Leisure,Economy Class,Mar,1.0,3.0,4.0,Boeing 747-400,1.0,Cape Town,London
7.8,"""how the mighty have fallen""",Solo Leisure,Premium Economy,Feb,5.0,3.0,5.0,Boeing 747-400,2.0,Kuwait,London
2.7,"""Hopelessly inadequate product""",Couple Leisure,Business Class,Mar,1.0,4.0,1.0,A321,2.0,Heathrow,Pisa
6.1,"""Overall a good flight""",Couple Leisure,Business Class,Mar,5.0,5.0,3.0,Boeing 777-200,3.0,St Lucia,Gatwick
10.0,"""Very attentive and enthusiastic""",Couple Leisure,Business Class,Mar,5.0,5.0,5.0,Boeing 747-400,5.0,Cape Town,London
4.2,"""a sad reflection on the country""",Solo Leisure,Economy Class,Feb,2.0,3.0,1.0,A321 Neo,1.0,Malta,Gatwick
1.0,"""poor quality budget airline""",Business,Economy Class,Feb,1.0,2.0,2.0,Boeing 767,3.0,London,Larnaca
3.2,"""unhelpful, uncomfortable and shabby""",Business,Business Class,Feb,1.0,3.0,2.0,Boeing 777-200ER,1.0,Mumbai,London
9.5,"""they continue to impress""",Business,Premium Economy,Feb,5.0,5.0,4.0,Boeing 747-400,3.0,Chicago,London
1.4,"""the worlds biggest rip off""",Couple Leisure,Economy Class,Feb,1.0,2.0,2.0,Boeing 747-400,1.0,Phoenix,Heathrow
9.2,"""experience was wonderful""",Business,Business Class,Feb,5.0,5.0,5.0,Boeing 747-400,5.0,London,Chicago
1.3,"""a journey of disappointment""",Business,Premium Economy,Feb,2.0,2.0,2.0,Boeing 777,2.0,London,Mumbai
1.0,"""dreadful, stressful experience""",Couple Leisure,Business Class,Feb,4.0,3.0,1.0,Boeing 777,1.0,San Jose,Gatwick
4.8,"""minimalistic in their service""",Business,Economy Class,Feb,3.0,2.0,3.0,A319,3.0,Amman,London
5.1,"""major issue is their penny pinching""",Solo Leisure,Economy Class,Dec,4.0,4.0,5.0,A380,1.0,London,Miami
7.7,"""stay where British Airways used to be""",Solo Leisure,Economy Class,Jan,5.0,5.0,5.0,A320,2.0,Berlin,London
3.9,"""the worst airline so far""",Solo Leisure,Economy Class,Feb,3.0,5.0,3.0,A320,1.0,Istanbul,London
1.7,"""this is an airline in decline""",Business,First Class,Feb,1.0,1.0,3.0,Boeing 777-200,1.0,Heathrow,Chicago
1.2,"""this is by far the worst""",Solo Leisure,Economy Class,Feb,1.0,3.0,2.0,A380-800,2.0,Heathrow,Bangkok
7.6,"""comfortable economy seat""",Couple Leisure,Economy Class,Feb,4.0,3.0,4.0,Boeing 777,2.0,Gatwick,Cape Town
7.2,"""decision to downgrade service""",Solo Leisure,Premium Economy,Feb,3.0,4.0,4.0,Boeing 787-8,2.0,Toronto,London
0.6,"""no better than no frills competitors""",Business,Economy Class,Feb,1.0,2.0,1.0,A319,1.0,Heathrow,Stuttgart
8.7,"""professional and friendly""",Couple Leisure,Economy Class,Feb,4.0,5.0,5.0,Boeing 747-400,5.0,London,Las Vegas
4.9,"""on a race to the bottom""",Business,Economy Class,Feb,4.0,1.0,5.0,A320,1.0,Heathrow,Rome
1.6,"""treats customers with such contempt""",Solo Leisure,Economy Class,Feb,3.0,3.0,1.0,Embraer 170,3.0,Edinburgh,London
3.3,"""I was highly disappointed""",Couple Leisure,Economy Class,Feb,2.0,3.0,4.0,Boeing 747,2.0,Accra,Heathrow
4.6,"""Short-sighted management or what?""",Couple Leisure,Business Class,Feb,4.0,3.0,2.0,Boeing 777,4.0,Gatwick,Mauritius 
6.2,"""a reasonable experience""",Solo Leisure,Economy Class,Feb,2.0,5.0,4.0,Boeing 747-400,4.0,London,Vancouver
9.2,"""Flight barely a quarter full""",Solo Leisure,Economy Class,Feb,5.0,5.0,5.0,A380,4.0,Washington DC,London
1.9,"""food had no taste whatsoever"" ",Business,Economy Class,Jan,1.0,3.0,3.0,Boeing 777,1.0,Bangkok,London
6.6,"""service good, food adequate""",Business,Business Class,Feb,4.0,4.0,4.0,Boeing 777,4.0,London,Hong Kong
7.5,"""flight OK with snack and drink""",Business,Business Class,Feb,3.0,4.0,4.0,A320,3.0,Paris,London
0.6,"""British Airways has declined badly""",Business,Premium Economy,Feb,1.0,1.0,1.0,Boeing 747,1.0,Chicago,Heathrow
2.6,"""quality of British Airways has most certainly gone downhill""",Family Leisure,Economy Class,Feb,2.0,2.0,4.0,Boeing 767,2.0,Heathrow,Rome
9.1,"""crew was nice and friendly""",Solo Leisure,Economy Class,Feb,5.0,5.0,5.0,A319,2.0,London,Brussels
3.8,"""food was bland to say the least""",Couple Leisure,Economy Class,Feb,2.0,5.0,1.0,Boeing 777-200,1.0,Dublin,Heathrow
2.5,"""BA is now a low cost carrier""",Business,Economy Class,Feb,2.0,2.0,2.0,Boeing 767-300 ,1.0,Heathrow,Athens
2.8,"""British Airways was a shock""",Business,Business Class,Feb,1.0,1.0,3.0,Boeing 777,1.0,Doha,Heathrow
0.7,"""Will never touch British Airways again""",Solo Leisure,Economy Class,Jan,1.0,1.0,1.0,A321 Neo,1.0,Orlando,Heathrow
3.1,"""equal to Ryanair and EasyJet""",Solo Leisure,Economy Class,Feb,3.0,2.0,4.0,A319,1.0,LBA,Heathrow
1.1,"""they couldn't do anything for me""",Solo Leisure,Economy Class,Dec,2.0,3.0,1.0,Boeing 777,3.0,Vienna,London
2.4,"""next time I will fly Ryanair""",Family Leisure,Economy Class,Feb,1.0,1.0,4.0,Boeing 747-400,1.0,Heathrow,Innsbruck
2.0,"""turning a once great airline into low cost """,Business,Economy Class,Feb,2.0,1.0,2.0,A380,1.0,Los Angeles,London
1.2,"""service is like budget airlines""",Couple Leisure,Economy Class,Jan,1.0,1.0,1.0,A321 Neo,1.0,Gatwick,Barcelona
3.3,"""quality dropped dramatically""",Solo Leisure,Economy Class,Oct,1.0,1.0,1.0,Boeing 777-200ER,1.0,London,Rio de Janeiro
1.4,"""I will never fly with BA again""",Family Leisure,Economy Class,Dec,3.0,2.0,3.0,A380,1.0,London,New York
8.4,"""overall a good experience""",Couple Leisure,Economy Class,Feb,4.0,5.0,5.0,Boeing 777,4.0,TPA,Gatwick
8.9,"""good arrival lounge at LHR""",Solo Leisure,Business Class,Jan,4.0,4.0,4.0,A380,3.0,Hong Kong,London
7.6,"""exceed my expectation""",Solo Leisure,Business Class,Jan,3.0,4.0,3.0,Boeing 777-300,4.0,London,Berlin
8.1,"""these were pleasant flights""",Solo Leisure,Business Class,Jan,4.0,4.0,5.0,A320,4.0,Gatwick,Salzburg
3.3,"""British Airways, you need improve""",Couple Leisure,Economy Class,Jan,2.0,3.0,3.0,Boeing 777-200ER,1.0,Gatwick,Barbados
8.8,"""the wines are not good""",Business,Economy Class,Jan,2.0,3.0,5.0,A320,2.0,Bordeaux,Gatwick
8.7,"""attentive, friendly cabin crew""",Couple Leisure,Business Class,Jan,5.0,5.0,1.0,A380,5.0,Heathrow,San Francisco
4.0,"""stooped to its lowest level""",Business,Economy Class,Jan,3.0,3.0,4.0,A319,1.0,Aberdeen,Heathrow
7.1,"""decent value for the money""",Solo Leisure,Economy Class,Jan,3.0,5.0,5.0,A380,5.0,Heathrow,IAD
2.7,"""fallen behind other airlines""",Solo Leisure,Business Class,Jan,1.0,2.0,1.0,Boeing 777,2.0,Heathrow,Hong Kong
8.3,"""friendly and efficient service""",Couple Leisure,Economy Class,Jan,4.0,5.0,4.0,Boeing 777,4.0,Gatwick,Mauritius
1.1,"""Travel Nightmare""",Couple Leisure,Economy Class,Jan,3.0,2.0,1.0,A321,3.0,LAX,Heathrow
1.8,"""reputation is on the slide""",Business,Economy Class,Jan,2.0,2.0,3.0,Boeing 777-300 ER,1.0,Zurich,London
2.0,"""dreadful business class experience""",Solo Leisure,Business Class,Jan,1.0,1.0,1.0,A320,1.0,Gatwick,Barcelona
1.2,"""slipped to low budget airline""",Solo Leisure,Economy Class,Jan,1.0,1.0,2.0,A320,1.0,SOF,Heathrow
9.1,"""still my first choice""",Solo Leisure,Premium Economy,Jan,5.0,5.0,5.0,A380,5.0,IAD,Heathrow
7.2,"""looked as if 20 years old""",Solo Leisure,Economy Class,Jan,3.0,5.0,5.0,Boeing 747,5.0,Vancouver,Heathrow
2.7,"""no better than Ryanair now""",Business,Economy Class,Jan,1.0,1.0,2.0,A320,1.0,Heathrow,MXP
1.4,"""Inflight food shocking""",Couple Leisure,Economy Class,Jan,4.0,5.0,4.0,Boeing 747-400,1.0,Gatwick,Grantley Adams
3.7,"""how the mighty have fallen""",Couple Leisure,Economy Class,Sep,4.0,2.0,2.0,A380,1.0,London,Johannesburg
1.5,"""did not receive a free glass of water""",Business,Economy Class,Jan,2.0,1.0,2.0,A320,1.0,London,Zurich
2.5,"""a par with low cost standards""",Business,Economy Class,Jan,2.0,3.0,3.0,A321,1.0,MAD,Heathrow
8.0,"""good experience both flights""",Solo Leisure,First Class,Jan,5.0,4.0,4.0,Boeing 777,4.0,Heathrow,PHL
1.6,"""vowed to never fly with BA""",Solo Leisure,Economy Class,Dec,1.0,1.0,1.0,A320,1.0,London,Abuja
5.2,"""treating premium passengers with contempt""",Couple Leisure,First Class,Jan,3.0,5.0,3.0,Boeing 747-400,4.0,Heathrow,Cape Town
6.2,"""as different as night and day""",Solo Leisure,Business Class,Jan,4.0,3.0,4.0,Boeing 747,3.0,San Francisco,Heathrow
3.6,"""letting themselves down badly""",Couple Leisure,Economy Class,Jan,3.0,5.0,5.0,A320,1.0,Larnaca,Heathrow
7.1,"""service was really good""",Couple Leisure,Economy Class,Aug,5.0,5.0,5.0,A320,3.0,London,Manchester
7.6,"""narrower seats than other airlines""",Couple Leisure,Business Class,Oct,3.0,4.0,3.0,Boeing 787,4.0,Lisbon,London
0.4,"""worst customer service""",Business,Premium Economy,Aug,1.0,1.0,1.0,Boeing 747-400,1.0,Heathrow,PHX
1.1,"""can only be described as appalling""",Couple Leisure,Business Class,Jan,3.0,3.0,1.0,Boeing 777,2.0,Gatwick,Tampa
1.6,"""the aircraft was filthy""",Solo Leisure,Economy Class,Jan,2.0,1.0,2.0,Boeing 747,1.0,Miami,London
4.2,"""horrible food, unmotivated crew""",Business,Economy Class,Jan,2.0,2.0,1.0,Boeing 747,1.0,Heathrow,Dubai
2.1,"""will never fly with BA again""",Couple Leisure,Business Class,Dec,2.0,3.0,1.0,Boeing 787-8,2.0,CDG,Heathrow
1.5,"""not fair for the fare""",Couple Leisure,Business Class,Jan,2.0,5.0,1.0,Boeing 777,1.0,Suvarnabhumi,Heathrow
2.4,"""ludicrous approach to carry on baggage""",Solo Leisure,Economy Class,Dec,1.0,4.0,4.0,A320,1.0,Glasgow,Gatwick
10.0,"""a very good airline""",Solo Leisure,Economy Class,Jan,5.0,5.0,5.0,A380,5.0,Suvarnabhumi,Heathrow
5.1,"""way below BA's competitors""",Couple Leisure,Business Class,Jan,3.0,3.0,4.0,Boeing 747-400,3.0,Heathrow,Cape Town
1.5,"""would I fly in BA First again? No""",Solo Leisure,First Class,Nov,3.0,1.0,3.0,Boeing 787-9,1.0,Heathrow,Kuala Lumpur
2.4,"""reduced to that of a budget airline""",Solo Leisure,Economy Class,Jan,3.0,4.0,4.0,A320,1.0,LED,Heathrow
2.9,"""a budget airline at premium airline prices""",Business,Economy Class,Nov,2.0,2.0,2.0,A319,1.0,Gatwick,CUN
0.3,"""plane had not been cleaned well""",Couple Leisure,Business Class,Dec,1.0,1.0,1.0,Boeing 777,1.0,Gatwick,Grantley Adams
6.4,"""felt I was flying with a low cost airline""",Solo Leisure,Economy Class,Jan,3.0,3.0,2.0,A321,2.0,John F. Kennedy,Heathrow
2.0,"""will never fly them again""",Solo Leisure,Economy Class,Jul,4.0,4.0,2.0,Boeing 777,3.0,London,Frankfurt
1.7,"""see no point in using BA now""",Business,Economy Class,Jan,4.0,1.0,3.0,Boeing 787,1.0,Athens,Heathrow
1.7,"""no appeal whatsoever anymore""",Couple Leisure,Economy Class,Jan,2.0,3.0,4.0,A320,1.0,FUE,Gatwick
7.2,"""arrivals lounge at LHR was great""",Solo Leisure,Business Class,Jan,4.0,2.0,4.0,Boeing 777,4.0,IAH,Heathrow
3.4,"""business class in need of major refurbishment""",Couple Leisure,Business Class,Dec,3.0,3.0,3.0,Boeing 777,1.0,Gatwick,CUN
2.4,"""we don't deserve the shoddy treatment""",Family Leisure,Economy Class,Dec,3.0,1.0,4.0,Boeing 767,1.0,Heathrow,DFW
2.0,"""profit at any price""",Solo Leisure,Business Class,Jan,3.0,2.0,1.0,Boeing 777,2.0,Heathrow,Hong Kong
7.9,"""service was great throughout""",Solo Leisure,Business Class,Jan,5.0,5.0,3.0,A321,3.0,Heathrow,AMM
8.2,"""overall a good experience""",Family Leisure,Economy Class,Jan,4.0,5.0,5.0,A320,4.0,Heathrow,FCO
2.0,"""British Airways has lost it class""",Couple Leisure,Economy Class,Jan,3.0,1.0,1.0,Boeing 747,1.0,Heathrow,Miami
2.0,"""make sure you pack a sandwich""",Couple Leisure,Economy Class,Jan,1.0,2.0,2.0,Boeing 777-300,1.0,Gatwick,Grantley Adams
2.8,"""inflight entertainment didn't work""",Couple Leisure,Economy Class,Dec,1.0,3.0,4.0,Boeing 787,2.0,Kuala Lumpur,Heathrow
10.0,"""experience was excellent""",Couple Leisure,Economy Class,Jan,4.0,5.0,5.0,A320,3.0,Athens,Heathrow
